YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
1997,2709,6,0,6,0,1,1,0,0,0,0,0,0
1997,2710,26,6,32,2,8,10,0,0,0,0,0,0
1997,2711,13,1,14,0,2,2,0,0,0,0,0,0
1997,2712,28,2,30,3,4,7,0,0,0,0,0,0
1997,2714,5,0,5,0,0,0,0,0,0,0,0,0
1997,2719,12,2,14,4,4,8,0,0,0,0,0,0
1997,2800,71,3,74,1,17,18,0,0,0,0,0,0
1997,2801,10,0,10,1,3,4,0,0,0,0,0,0
1997,2802,66,6,72,6,39,45,0,0,0,0,0,0
1997,2803,11,1,12,0,5,5,0,0,0,0,0,0
1997,2808,41,9,50,0,1,1,0,0,0,0,0,0
1997,2900,65,3,68,4,29,33,4,0,4,34,33,67
1997,2901,19,0,19,1,7,8,0,0,0,0,0,0
1997,2902,9,0,9,0,1,1,0,0,0,0,0,0
1997,3000,639,69,708,379,479,858,508,80,588,272,163,435
1997,3001,354,30,384,40,121,161,0,0,0,15,10,25
1997,3002,92,10,102,2,22,24,0,0,0,0,0,0
1997,3003,86,4,90,4,38,42,0,0,0,4,1,5
1997,3004,142,5,147,10,54,64,0,0,0,9,1,10
1997,3005,50,3,53,1,13,14,0,0,0,3,0,3
1997,3006,21,2,23,0,6,6,0,0,0,0,0,0
1997,3007,56,7,63,6,25,31,0,0,0,0,0,0
1997,3008,138,11,149,7,56,63,0,0,0,5,0,5
1997,3009,155,12,167,7,56,63,0,0,0,0,0,0
1997,3010,207,10,217,32,87,119,1,0,1,11,7,18
1997,3011,39,7,46,1,31,32,0,0,0,0,0,0
1997,3012,63,7,70,7,24,31,0,0,0,0,0,0
1997,3013,23,2,25,1,1,2,0,0,0,0,0,0
1997,3014,131,3,134,17,50,67,0,0,0,7,1,8
1997,3015,130,13,143,9,53,62,0,0,0,0,0,0
1997,3016,51,1,52,4,12,16,0,0,0,0,0,0
1997,3019,356,12,368,20,158,178,0,0,0,46,64,110
1997,3020,29,3,32,3,7,10,0,0,0,0,0,0
1997,3022,83,6,89,6,33,39,0,0,0,0,0,0
1997,3024,91,5,96,4,38,42,0,0,0,0,0,0
1997,3026,122,20,142,10,49,59,0,0,0,0,0,0
1997,3027,13,1,14,4,12,16,0,0,0,0,0,0
1997,3091,233,37,270,14,63,77,63,11,74,0,0,0
1997,3097,22,6,28,2,6,8,0,0,0,0,0,0
1997,3100,156,14,170,8,70,78,34,4,38,38,38,76
1997,3101,20,1,21,1,9,10,0,0,0,0,0,0
1997,3103,8,2,10,2,4,6,0,0,0,0,0,0
1997,3104,28,1,29,4,11,15,0,0,0,0,0,0
1997,3105,69,3,72,6,34,40,0,0,0,5,5,10
1997,3200,35,0,35,2,10,12,0,0,0,10,8,18
1997,3300,890,107,997,75,391,466,148,24,172,369,239,608
1997,3301,31,0,31,2,12,14,0,0,0,0,0,0
1997,3302,17,0,17,0,6,6,0,0,0,0,0,0
1997,3303,22,2,24,2,12,14,0,0,0,0,0,0
1997,3305,27,2,29,1,3,4,0,0,0,0,0,0
1997,3308,52,4,56,1,16,17,0,0,0,0,0,0
1997,3309,49,1,50,5,18,23,0,0,0,0,0,0
1997,3311,68,5,73,12,23,35,0,0,0,2,2,4
1997,3313,296,29,325,37,122,159,0,0,0,0,0,0
1997,3314,20,1,21,1,9,10,0,0,0,0,0,0
1997,3315,115,13,128,11,49,60,0,0,0,0,0,0
1997,3325,41,2,43,6,15,21,0,0,0,0,0,0
1997,3342,24,2,26,1,8,9,0,0,0,0,0,0
1997,3397,19,2,21,3,4,7,0,0,0,0,0,0
1997,3400,736,127,863,89,209,298,313,81,394,84,105,189
1997,3401,40,1,41,1,11,12,0,0,0,0,0,0
1997,3402,19,1,20,2,8,10,0,0,0,0,0,0
1997,3403,4,0,4,0,0,0,0,0,0,0,0,0
1997,3404,534,83,617,121,296,417,0,0,0,0,0,0
1997,3408,14,0,14,1,5,6,0,0,0,0,0,0
1997,3420,4,0,4,0,1,1,0,0,0,0,0,0
1997,3422,517,126,643,18,59,77,0,0,0,0,0,0
1997,3497,38,7,45,9,25,34,0,0,0,0,0,0
1997,3499,5989,567,6556,1347,1777,3124,0,0,0,0,0,0
1997,3500,19,0,19,1,6,7,0,0,0,15,17,32
1997,3501,25,0,25,2,4,6,0,0,0,0,0,0
1997,3600,736,129,865,179,401,580,298,64,362,117,260,377
1997,3601,43,1,44,1,15,16,0,0,0,0,0,0
1997,3602,77,2,79,3,21,24,0,0,0,0,0,0
1997,3603,59,3,62,4,11,15,0,0,0,0,0,0
1997,3604,112,5,117,5,44,49,0,0,0,0,0,0
1997,3605,49,4,53,1,22,23,0,0,0,0,0,0
1997,3607,204,10,214,22,78,100,0,0,0,0,0,0
1997,3608,71,4,75,15,33,48,0,0,0,0,0,0
1997,3609,99,12,111,3,38,41,0,0,0,0,0,0
1997,3610,253,22,275,29,103,132,0,0,0,9,2,11
1997,3611,80,5,85,6,30,36,0,0,0,0,0,0
1997,3613,26,1,27,2,7,9,0,0,0,0,0,0
1997,3614,11,1,12,1,4,5,0,0,0,0,0,0
1997,3623,17,3,20,21,22,43,0,0,0,0,0,0
1997,3650,12,3,15,0,6,6,0,0,0,0,0,0
1997,3700,847,173,1020,146,306,452,732,150,882,197,410,607
1997,3701,77,8,85,2,25,27,0,0,0,0,0,0
1997,3702,160,19,179,21,62,83,0,0,0,0,0,0
1997,3703,39,3,42,5,12,17,0,0,0,0,0,0
1997,3705,124,10,134,18,55,73,0,0,0,0,0,0
1997,3706,133,14,147,15,50,65,0,0,0,0,0,0
1997,3708,56,5,61,4,15,19,0,0,0,0,0,0
1997,3709,72,4,76,4,23,27,0,0,0,0,0,0
1997,3710,152,15,167,20,48,68,0,0,0,0,0,0
1997,3711,1721,285,2006,269,492,761,0,0,0,0,0,0
1997,3714,19,2,21,2,10,12,0,0,0,0,0,0
1997,3715,98,14,112,6,17,23,0,0,0,0,0,0
1997,3732,5,1,6,4,3,7,0,0,0,0,0,0
1997,3797,21,6,27,13,5,18,0,0,0,0,0,0
1997,3801,1698,300,1998,160,318,478,0,0,0,0,0,0
1997,3803,17,6,23,8,7,15,0,0,0,0,0,0
1997,3816,0,0,0,0,0,0,0,0,0,0,0,0
1997,3897,20,3,23,11,7,18,0,0,0,0,0,0
1997,3900,168,21,189,41,78,119,0,0,0,0,0,0
1997,3901,8,0,8,0,2,2,0,0,0,0,0,0
1997,3902,71,5,76,2,16,18,0,0,0,4,12,16
1997,3903,48,2,50,4,16,20,0,0,0,0,0,0
1997,3904,11,3,14,0,0,0,0,0,0,0,0,0
1997,3905,334,33,367,136,38,174,0,0,0,0,0,0
1997,3906,43,3,46,8,15,23,0,0,0,0,0,0
1997,3915,15,1,16,0,5,5,0,0,0,0,0,0
1997,4000,135,4,139,6,45,51,95,25,120,7,25,32
1997,4001,21,2,23,1,8,9,0,0,0,0,0,0
1997,4002,17,2,19,1,8,9,0,0,0,0,0,0
1997,4003,18,1,19,1,6,7,0,0,0,0,0,0
1997,4004,27,2,29,1,6,7,0,0,0,0,0,0
1997,4005,18,1,19,0,7,7,0,0,0,0,0,0
1997,4006,53,4,57,7,18,25,0,0,0,0,0,0
1997,4007,11,4,15,0,0,0,0,0,0,0,0,0
1997,4008,23,3,26,1,8,9,0,0,0,0,0,0
1997,4016,64,27,91,5,5,10,0,0,0,0,0,0
1997,4100,181,13,194,34,52,86,90,20,110,66,48,114
1997,4101,22,2,24,3,4,7,0,0,0,0,0,0
1997,4102,28,3,31,4,11,15,0,0,0,0,0,0
1997,4103,10,4,14,0,2,2,0,0,0,0,0,0
1997,4104,41,4,45,4,15,19,0,0,0,0,0,0
1997,4105,15,0,15,0,3,3,0,0,0,0,0,0
1997,4106,105,7,112,5,32,37,0,0,0,0,0,0
1997,4107,14,2,16,0,2,2,0,0,0,0,0,0
1997,4108,23,3,26,0,5,5,0,0,0,0,0,0
1997,4109,43,6,49,4,19,23,0,0,0,0,0,0
1997,4110,25,2,27,2,7,9,0,0,0,0,0,0
1997,4111,36,1,37,2,10,12,0,0,0,0,0,0
1997,4113,74,9,83,2,32,34,0,0,0,0,0,0
1997,4114,47,3,50,0,8,8,0,0,0,0,0,0
1997,4115,33,2,35,1,11,12,0,0,0,0,0,0
1997,4116,90,11,101,0,33,33,0,0,0,0,0,0
1997,4117,70,5,75,5,25,30,0,0,0,0,0,0
1997,4119,9,0,9,1,1,2,0,0,0,0,0,0
1997,4120,37,6,43,3,11,14,0,0,0,0,0,0
1997,4127,32,5,37,4,11,15,0,0,0,0,0,0
1997,4200,238,18,256,24,89,113,103,59,162,20,20,40
1997,4201,6,1,7,0,1,1,0,0,0,0,0,0
1997,4202,43,1,44,1,7,8,0,0,0,4,5,9
1997,4203,129,12,141,15,58,73,0,0,0,0,0,0
1997,4204,75,8,83,5,27,32,0,0,0,0,0,0
1997,4211,1,0,1,0,1,1,0,0,0,0,0,0
1997,4297,22,3,25,4,7,11,0,0,0,0,0,0
1997,4300,324,50,374,28,96,124,32,1,33,0,2,2
1997,4302,43,2,45,4,16,20,0,0,0,0,0,0
1997,4304,50,4,54,6,29,35,0,0,0,1,3,4
1997,4305,26,4,30,4,10,14,0,0,0,0,0,0
1997,4307,39,3,42,8,13,21,0,0,0,0,0,0
1997,4308,73,10,83,10,25,35,0,0,0,0,0,0
1997,4310,23,3,26,0,13,13,0,0,0,0,0,0
1997,4311,86,11,97,8,24,32,0,0,0,0,0,0
1997,4312,70,17,87,23,50,73,0,0,0,0,0,0
1997,4313,1208,108,1316,103,349,452,0,0,0,0,0,0
1997,4314,135,5,140,5,33,38,0,0,0,0,0,0
1997,4316,266,6,272,16,38,54,0,0,0,0,0,0
1997,4317,25,4,29,9,11,20,0,0,0,0,0,0
1997,4320,5,1,6,1,2,3,0,0,0,0,0,0
1997,4321,6,2,8,0,2,2,0,0,0,0,0,0
1997,4327,10,0,10,0,1,1,0,0,0,0,0,0
1997,4400,120,11,131,1,30,31,2,0,2,88,40,128
1997,4401,22,0,22,4,6,10,0,0,0,0,0,0
1997,4402,88,5,93,4,26,30,0,0,0,0,0,0
1997,4403,57,3,60,0,11,11,0,0,0,0,0,0
1997,4404,18,2,20,1,7,8,0,0,0,0,0,0
1997,4405,2,0,2,0,2,2,0,0,0,0,0,0
1997,4497,13,4,17,8,11,19,0,0,0,0,0,0
1997,4500,83,10,93,4,40,44,39,16,55,21,18,39
1997,4501,15,0,15,1,8,9,0,0,0,0,0,0
1997,4502,99,5,104,8,41,49,0,0,0,0,0,0
1997,4600,9,1,10,1,5,6,0,0,0,0,0,0
1997,4700,46,0,46,4,13,17,0,0,0,0,0,0
1997,4701,2,0,2,0,0,0,0,0,0,0,0,0
1997,4702,4,0,4,0,0,0,0,0,0,0,0,0
1997,4704,1,0,1,0,0,0,0,0,0,0,0,0
1997,4705,1,0,1,0,0,0,0,0,0,0,0,0
1997,4706,8,1,9,2,3,5,0,0,0,0,0,0
1997,4707,4,0,4,3,0,3,0,0,0,0,0,0
1997,4708,9,0,9,2,2,4,0,0,0,0,0,0
1997,4709,14,0,14,5,2,7,0,0,0,0,0,0
1997,4710,4,0,4,0,0,0,0,0,0,0,0,0
1997,4800,86,2,88,6,48,54,2,0,2,164,90,254
1997,4801,34,0,34,2,12,14,0,0,0,0,0,0
1997,4802,16,1,17,0,2,2,0,0,0,0,0,0
1997,4803,90,7,97,12,39,51,0,0,0,0,0,0
1997,4804,11,0,11,0,1,1,0,0,0,0,0,0
1997,4805,26,1,27,1,7,8,0,0,0,0,0,0
1997,4806,86,10,96,6,50,56,0,0,0,0,0,0
1997,4807,132,10,142,13,51,64,0,0,0,0,0,0
1997,4900,205,7,212,9,81,90,141,52,193,32,59,91
1997,4901,9,1,10,1,3,4,0,0,0,0,0,0
1997,4902,10,1,11,1,5,6,0,0,0,0,0,0
1997,4903,15,1,16,2,8,10,0,0,0,0,0,0
1997,4904,56,4,60,8,22,30,0,0,0,0,0,0
1997,4905,146,12,158,13,66,79,0,0,0,0,0,0
1997,4906,15,0,15,1,4,5,0,0,0,0,0,0
1997,4907,11,3,14,0,3,3,0,0,0,0,0,0
1997,4908,58,3,61,2,26,28,0,0,0,0,0,0
1997,4909,8,2,10,0,4,4,0,0,0,0,0,0
1997,4914,9,1,10,3,3,6,0,0,0,0,0,0
1997,5000,162,8,170,7,66,73,0,0,0,0,0,0
1997,5001,35,3,38,2,11,13,0,0,0,0,0,0
1997,5002,252,10,262,24,72,96,0,0,0,0,0,0
1997,5003,11,0,11,1,2,3,0,0,0,0,0,0
1997,5004,21,2,23,3,6,9,0,0,0,0,0,0
1997,5005,14,0,14,0,2,2,0,0,0,0,0,0
1997,5007,54,2,56,4,27,31,0,0,0,0,0,0
1997,5008,5,0,5,0,2,2,0,0,0,0,0,0
1997,5009,7,0,7,0,1,1,0,0,0,0,0,0
1997,5010,9,1,10,2,4,6,0,0,0,0,0,0
1997,5100,51,3,54,2,16,18,2,0,2,25,24,49
1997,5102,41,1,42,8,17,25,0,0,0,0,0,0
1997,5200,30,0,30,1,20,21,35,3,38,2,4,6
1997,5201,11,2,13,1,5,6,0,0,0,0,0,0
1997,5202,23,2,25,2,12,14,0,0,0,0,0,0
1997,5300,19,1,20,0,5,5,0,0,0,0,0,0
1997,5400,196,17,213,13,69,82,136,21,157,28,10,38
1997,5401,18,1,19,1,5,6,0,0,0,0,0,0
1997,5402,13,1,14,0,1,1,0,0,0,0,0,0
1997,5403,9,1,10,0,1,1,0,0,0,0,0,0
1997,5404,17,1,18,4,4,8,0,0,0,0,0,0
1997,5405,41,3,44,1,21,22,0,0,0,0,0,0
1997,5406,45,5,50,8,13,21,0,0,0,0,0,0
1997,5407,80,8,88,5,34,39,0,0,0,0,0,0
1997,5408,11,0,11,0,1,1,0,0,0,0,0,0
1997,5411,3,1,4,0,1,1,0,0,0,0,0,0
1997,5500,49,0,49,2,21,23,0,0,0,0,0,0
1997,5501,12,1,13,0,4,4,0,0,0,0,0,0
1997,5600,463,53,516,57,158,215,167,29,196,138,101,239
1997,5604,172,16,188,26,83,109,0,0,0,6,3,9
1997,5605,20,1,21,0,7,7,0,0,0,0,0,0
1997,5606,28,1,29,0,7,7,0,0,0,0,0,0
1997,5608,115,9,124,11,57,68,0,0,0,0,0,0
1997,5609,109,7,116,12,48,60,0,0,0,0,0,0
1997,5700,48,8,56,9,20,29,12,4,16,46,48,94
1997,5701,45,6,51,3,20,23,0,0,0,0,1,1
1997,5702,9,0,9,0,1,1,0,0,0,0,0,0
1997,5703,45,4,49,4,15,19,0,0,0,0,0,0
1997,5704,45,4,49,3,23,26,0,0,0,0,0,0
1997,5800,56,6,62,4,15,19,0,0,0,0,0,0
1997,5801,27,0,27,4,10,14,0,0,0,0,0,0
1997,5802,5,0,5,0,0,0,0,0,0,0,0,0
1997,190C,16,3,19,2,5,7,0,0,0,0,0,0
1997,190P,15,1,16,0,1,1,0,0,0,0,0,0
1997,190R,8,1,9,5,5,10,0,0,0,0,0,0
1997,191E,0,0,0,0,0,0,0,0,0,0,0,0
1997,192Q,8,1,9,0,1,1,0,0,0,0,0,0
1997,192R,6,1,7,6,4,10,0,0,0,0,0,0
1998,100,347,48,395,92,171,263,359,55,414,128,170,298
1998,101,101,7,108,6,37,43,0,0,0,0,2,2
1998,102,26,1,27,0,4,4,0,0,0,0,0,0
1998,103,162,26,188,20,56,76,1,0,1,7,9,16
1998,104,34,3,37,2,15,17,0,0,0,0,0,0
1998,105,178,18,196,13,72,85,1,0,1,8,8,16
1998,106,154,22,176,24,70,94,0,0,0,10,4,14
1998,107,67,5,72,6,34,40,0,0,0,0,0,0
1998,108,49,4,53,12,8,20,0,0,0,0,0,0
1998,109,660,68,728,71,239,310,6,0,6,63,21,84
1998,110,17,3,20,1,6,7,0,0,0,0,0,0
1998,111,71,6,77,4,26,30,0,0,0,0,0,0
1998,112,90,6,96,12,34,46,0,0,0,6,2,8
1998,113,61,11,72,3,19,22,0,0,0,0,0,0
1998,114,41,4,45,8,22,30,0,0,0,0,0,0
1998,115,14,1,15,12,7,19,0,0,0,0,0,0
1998,121,155,19,174,39,35,74,0,0,0,0,0,0
1998,122,2,0,2,2,3,5,0,0,0,0,0,0
1998,197,58,13,71,19,16,35,0,0,0,0,0,0
1998,200,11,0,11,0,3,3,0,0,0,0,0,0
1998,300,39,0,39,0,21,21,1,0,1,11,11,22
1998,302,5,0,5,0,1,1,0,0,0,0,0,0
1998,303,6,1,7,0,2,2,0,0,0,0,0,0
1998,305,5,0,5,0,1,1,0,0,0,0,0,0
1998,400,99,2,101,4,31,35,1,0,1,49,32,81
1998,402,60,10,70,2,39,41,0,0,0,0,0,0
1998,403,11,1,12,1,5,6,0,0,0,0,0,0
1998,404,22,2,24,1,9,10,0,0,0,0,0,0
1998,405,22,1,23,0,10,10,0,0,0,0,0,0
1998,497,9,2,11,2,2,4,0,0,0,0,0,0
1998,500,39,1,40,1,15,16,0,0,0,7,8,15
1998,501,6,1,7,0,1,1,0,0,0,0,0,0
1998,600,33,0,33,2,13,15,10,4,14,0,2,2
1998,601,8,1,9,0,1,1,0,0,0,0,0,0
1998,602,7,0,7,0,1,1,0,0,0,0,0,0
1998,700,327,43,370,31,91,122,178,27,205,42,63,105
1998,701,87,6,93,5,33,38,0,0,0,0,0,0
1998,702,25,1,26,1,6,7,0,0,0,0,0,0
1998,703,9,1,10,0,1,1,0,0,0,0,0,0
1998,704,133,23,156,12,43,55,0,0,0,5,0,5
1998,705,29,3,32,1,5,6,0,0,0,0,0,0
1998,706,18,3,21,1,3,4,0,0,0,0,0,0
1998,707,21,0,21,2,12,14,0,0,0,0,0,0
1998,708,73,2,75,0,14,14,0,0,0,0,0,0
1998,709,40,3,43,3,17,20,0,0,0,0,0,0
1998,710,167,15,182,11,55,66,0,0,0,3,7,10
1998,711,39,1,40,3,8,11,0,0,0,0,0,0
1998,712,75,5,80,4,23,27,0,0,0,0,0,0
1998,713,10,0,10,1,0,1,0,0,0,0,0,0
1998,714,36,1,37,2,11,13,0,0,0,0,0,0
1998,716,11,1,12,0,1,1,0,0,0,0,0,0
1998,721,16,4,20,2,5,7,0,0,0,0,0,0
1998,800,24,3,27,2,8,10,0,0,0,0,0,0
1998,801,12,0,12,0,1,1,0,0,0,0,0,0
1998,900,150,6,156,10,65,75,1,0,1,57,54,111
1998,901,17,0,17,1,4,5,0,0,0,0,0,0
1998,902,57,3,60,5,13,18,0,0,0,0,0,0
1998,1000,351,33,384,36,129,165,0,0,0,0,0,0
1998,1001,68,8,76,5,31,36,0,0,0,0,0,0
1998,1002,20,0,20,1,8,9,0,0,0,0,0,0
1998,1003,9,1,10,1,4,5,0,0,0,0,0,0
1998,1004,7,0,7,0,1,1,0,0,0,0,0,0
1998,1005,582,66,648,69,222,291,0,0,0,0,0,0
1998,1006,10,0,10,2,2,4,0,0,0,0,0,0
1998,1007,16,0,16,0,2,2,0,0,0,0,0,0
1998,1008,14,1,15,1,4,5,0,0,0,0,0,0
1998,1011,12,0,12,0,1,1,0,0,0,0,0,0
1998,1012,21,1,22,1,12,13,0,0,0,0,0,0
1998,1013,20,1,21,2,7,9,0,0,0,0,0,0
1998,1015,26,1,27,0,12,12,0,0,0,0,0,0
1998,1017,9,0,9,0,1,1,0,0,0,0,0,0
1998,1031,4,0,4,0,1,1,0,0,0,0,0,0
1998,1097,17,3,20,0,8,8,0,0,0,0,0,0
1998,1100,24,1,25,1,10,11,1,0,1,13,8,21
1998,1101,6,1,7,0,1,1,0,0,0,0,0,0
1998,1102,9,0,9,0,1,1,0,0,0,0,0,0
1998,1200,73,6,79,3,23,26,1,0,1,70,30,100
1998,1201,21,1,22,5,6,11,0,0,0,0,0,0
1998,1202,4,0,4,0,0,0,0,0,0,0,0,0
1998,1203,43,4,47,3,25,28,0,0,0,0,0,0
1998,1204,2,1,3,0,0,0,0,0,0,0,0,0
1998,1205,14,1,15,0,6,6,0,0,0,0,0,0
1998,1206,2,0,2,0,0,0,0,0,0,0,0,0
1998,1207,5,0,5,0,0,0,0,0,0,0,0,0
1998,1208,11,0,11,3,6,9,0,0,0,0,0,0
1998,1300,66,4,70,8,32,40,0,0,0,0,0,0
1998,1301,23,1,24,2,11,13,0,0,0,0,0,0
1998,1302,37,3,40,6,10,16,0,0,0,0,0,0
1998,1303,5,0,5,0,1,1,0,0,0,0,0,0
1998,1304,43,5,48,6,16,22,0,0,0,0,0,0
1998,1305,8,0,8,0,3,3,0,0,0,0,0,0
1998,1306,10,1,11,2,1,3,0,0,0,0,0,0
1998,1307,4,0,4,0,0,0,0,0,0,0,0,0
1998,1400,31,1,32,1,10,11,7,0,7,6,13,19
1998,1401,14,0,14,0,7,7,0,0,0,0,0,0
1998,1500,288,22,310,26,116,142,0,0,0,0,0,0
1998,1501,12,0,12,0,6,6,0,0,0,0,0,0
1998,1502,272,15,287,10,91,101,0,0,0,0,0,0
1998,1503,35,2,37,0,13,13,4,0,4,0,0,0
1998,1504,6,0,6,0,1,1,0,0,0,0,0,0
1998,1506,30,1,31,2,10,12,0,0,0,0,0,0
1998,1507,14,1,15,1,5,6,0,0,0,0,0,0
1998,1508,9,0,9,0,7,7,0,0,0,0,0,0
1998,1511,12,1,13,1,4,5,0,0,0,0,0,0
1998,1513,24,5,29,5,6,11,0,0,0,0,0,0
1998,1514,4,0,4,0,0,0,0,0,0,0,0,0
1998,1515,6,0,6,2,2,4,0,0,0,0,0,0
1998,1597,8,0,8,2,2,4,0,0,0,0,0,0
1998,1600,69,3,72,9,32,41,39,12,51,3,14,17
1998,1601,19,0,19,1,8,9,0,0,0,0,0,0
1998,1602,39,3,42,0,14,14,0,0,0,0,0,0
1998,1603,21,3,24,1,5,6,0,0,0,0,0,0
1998,1606,15,2,17,22,1,23,0,0,0,0,0,0
1998,1700,56,2,58,2,19,21,0,0,0,0,0,0
1998,1701,12,0,12,0,2,2,0,0,0,0,0,0
1998,1702,24,0,24,3,6,9,0,0,0,0,0,0
1998,1800,33,0,33,1,6,7,2,1,3,24,27,51
1998,1801,15,3,18,0,4,4,0,0,0,0,0,0
1998,1900,4088,498,4586,998,1737,2735,0,0,0,0,0,0
1998,1901,80,8,88,9,41,50,0,0,0,0,0,0
1998,1902,65,8,73,5,14,19,0,0,0,1,3,4
1998,1905,55,3,58,1,21,22,0,0,0,5,0,5
1998,1906,73,3,76,7,23,30,0,0,0,8,0,8
1998,1907,33,1,34,0,8,8,0,0,0,0,1,1
1998,1909,52,4,56,5,13,18,0,0,0,0,0,0
1998,1910,123,7,130,16,35,51,0,0,0,3,5,8
1998,1912,148,9,157,22,49,71,0,0,0,8,2,10
1998,1913,38,2,40,0,14,14,0,0,0,5,0,5
1998,1915,142,7,149,7,53,60,0,0,0,4,1,5
1998,1916,52,4,56,3,20,23,0,0,0,3,1,4
1998,1918,117,6,123,8,23,31,0,0,0,4,1,5
1998,1920,101,5,106,7,40,47,0,0,0,0,0,0
1998,1922,125,10,135,9,19,28,0,0,0,5,1,6
1998,1923,58,5,63,8,12,20,0,0,0,4,1,5
1998,1924,61,7,68,0,11,11,0,0,0,2,5,7
1998,1925,205,24,229,18,77,95,0,0,0,9,7,16
1998,1926,50,5,55,2,8,10,0,0,0,3,7,10
1998,1928,82,6,88,3,28,31,0,0,0,2,2,4
1998,1929,32,2,34,2,9,11,0,0,0,1,3,4
1998,1931,65,4,69,8,18,26,0,0,0,4,1,5
1998,1933,169,16,185,21,66,87,0,0,0,3,6,9
1998,1934,20,0,20,0,6,6,0,0,0,0,0,0
1998,1938,38,4,42,10,3,13,0,0,0,0,0,0
1998,1941,762,92,854,135,223,358,10,2,12,42,20,62
1998,1942,7948,1753,9701,755,1843,2598,20,2,22,220,103,323
1998,1944,57,5,62,9,18,27,0,1,1,4,1,5
1998,1945,25,1,26,0,6,6,0,0,0,3,1,4
1998,1946,55,5,60,2,16,18,0,0,0,2,0,2
1998,1947,76,5,81,11,25,36,0,0,0,6,1,7
1998,1948,67,11,78,4,30,34,0,0,0,5,0,5
1998,1951,20,3,23,0,6,6,0,0,0,2,2,4
1998,1953,199,33,232,24,66,90,1,0,1,9,7,16
1998,1955,159,7,166,21,89,110,1,0,1,11,8,19
1998,1956,99,6,105,2,30,32,0,0,0,3,7,10
1998,1961,33,2,35,11,9,20,0,0,0,0,0,0
1998,1962,49,6,55,2,11,13,0,0,0,0,0,0
1998,1963,22,3,25,1,3,4,0,0,0,0,0,0
1998,1965,172,27,199,57,88,145,0,0,0,7,6,13
1998,1966,13,1,14,2,3,5,0,0,0,0,0,0
1998,1967,25,5,30,2,7,9,0,0,0,3,3,6
1998,1969,86,3,89,7,38,45,0,0,0,4,1,5
1998,1970,32,1,33,2,7,9,0,0,0,2,1,3
1998,1972,229,8,237,14,68,82,0,0,0,7,7,14
1998,1973,52,2,54,7,15,22,0,0,0,0,0,0
1998,1975,108,6,114,8,28,36,0,0,0,4,3,7
1998,1976,122,6,128,11,44,55,0,0,0,6,0,6
1998,1978,12,1,13,6,15,21,0,0,0,0,0,0
1998,1981,11,1,12,4,2,6,0,0,0,0,0,0
1998,1982,14,5,19,3,3,6,0,0,0,0,0,0
1998,1983,13,2,15,4,3,7,0,0,0,0,0,0
1998,1984,18,1,19,2,4,6,0,0,0,0,0,0
1998,1997,46,7,53,12,17,29,0,0,0,0,0,0
1998,2000,67,6,73,5,23,28,0,0,0,0,0,0
1998,2001,16,0,16,1,5,6,0,0,0,0,0,0
1998,2002,41,2,43,2,13,15,0,0,0,0,0,0
1998,2100,127,0,127,85,0,85,79,0,79,11,0,11
1998,2101,6,0,6,0,1,1,0,0,0,0,0,0
1998,2103,10,1,11,1,3,4,0,0,0,0,0,0
1998,2104,29,2,31,1,9,10,0,0,0,0,0,0
1998,2105,20,2,22,0,0,0,0,0,0,0,0,0
1998,2106,48,6,54,4,20,24,0,0,0,0,0,0
1998,2107,8,1,9,0,0,0,0,0,0,0,0,0
1998,2108,16,1,17,0,6,6,0,0,0,0,0,0
1998,2109,66,4,70,1,32,33,0,0,0,0,0,0
1998,2110,19,2,21,1,4,5,0,0,0,0,0,0
1998,2111,13,1,14,0,2,2,0,0,0,0,0,0
1998,2113,8,0,8,0,1,1,0,0,0,0,0,0
1998,2200,30,5,35,6,5,11,0,0,0,0,0,0
1998,2300,65,1,66,6,20,26,0,0,0,0,0,0
1998,2301,14,1,15,0,4,4,0,0,0,0,0,0
1998,2303,28,1,29,1,9,10,0,0,0,0,0,0
1998,2304,12,0,12,2,5,7,0,0,0,0,0,0
1998,2400,74,2,76,4,19,23,0,0,0,0,0,0
1998,2401,25,0,25,3,4,7,0,0,0,0,0,0
1998,2402,9,0,9,0,0,0,0,0,0,0,0,0
1998,2403,8,1,9,0,1,1,0,0,0,0,0,0
1998,2404,16,1,17,0,7,7,0,0,0,0,0,0
1998,2405,26,2,28,1,7,8,0,0,0,0,3,3
1998,2406,79,2,81,5,29,34,0,0,0,0,0,0
1998,2500,10,1,11,1,2,3,4,5,9,0,0,0
1998,2501,8,0,8,0,0,0,0,0,0,0,1,1
1998,2600,23,1,24,18,4,22,7,8,15,1,0,1
1998,2601,13,2,15,0,4,4,0,0,0,0,0,0
1998,2700,173,13,186,11,62,73,116,38,154,14,20,34
