YEAR,COUNTY,NCIC_AGENCY_CODE,MONTH,SUB_HOMICIDE,SUB_RAPE,SUB_ROBBERY,SUB_ASSAULT
2000,1,100,1,0,0,1,2
2000,1,100,2,0,0,1,0
2000,1,100,3,0,0,2,3
2000,1,100,4,0,0,0,2
2000,1,100,5,0,0,0,1
2000,1,100,6,0,0,2,0
2000,1,100,7,0,0,0,0
2000,1,100,8,0,0,0,1
2000,1,100,9,0,0,0,1
2000,1,100,10,0,0,0,2
2000,1,100,11,0,0,1,0
2000,1,100,12,0,0,0,1
2000,1,101,1,0,0,1,0
2000,1,101,2,0,0,1,0
2000,1,101,3,0,0,0,0
2000,1,101,4,0,0,0,0
2000,1,101,5,0,0,2,0
2000,1,101,6,0,0,0,0
2000,1,101,7,0,0,0,0
2000,1,101,8,0,0,0,0
2000,1,101,9,0,0,0,1
2000,1,101,10,0,0,2,0
2000,1,101,11,0,0,0,0
2000,1,101,12,0,0,0,0
2000,1,102,1,0,0,1,0
2000,1,102,2,0,0,0,0
2000,1,102,3,0,0,1,0
2000,1,102,4,0,0,0,0
2000,1,102,5,0,0,0,0
2000,1,102,6,0,0,0,0
2000,1,102,7,0,0,1,0
2000,1,102,8,0,0,0,0
2000,1,102,9,0,0,0,0
2000,1,102,10,0,0,2,1
2000,1,102,11,0,0,0,0
2000,1,102,12,0,0,0,0
2000,1,103,1,0,0,0,0
2000,1,103,2,0,0,1,2
2000,1,103,3,0,0,4,2
2000,1,103,4,0,0,1,1
2000,1,103,5,0,0,2,0
2000,1,103,6,0,0,0,1
2000,1,103,7,0,0,0,1
2000,1,103,8,0,0,0,0
2000,1,103,9,0,0,0,0
2000,1,103,10,0,0,0,0
2000,1,103,11,0,0,1,0
2000,1,103,12,0,0,1,0
2000,1,104,1,0,0,0,0
2000,1,104,2,0,0,0,0
2000,1,104,3,0,0,0,0
2000,1,104,4,0,0,0,0
2000,1,104,5,0,0,0,0
2000,1,104,6,0,0,2,0
2000,1,104,7,0,0,0,0
2000,1,104,8,0,0,0,1
2000,1,104,9,0,0,0,0
2000,1,104,10,0,0,0,0
2000,1,104,11,0,0,0,0
2000,1,104,12,0,0,0,0
2000,1,105,1,0,0,0,0
2000,1,105,2,0,0,0,0
2000,1,105,3,0,0,0,0
2000,1,105,4,0,0,0,1
2000,1,105,5,0,0,0,0
2000,1,105,6,0,0,0,0
2000,1,105,7,0,0,0,0
2000,1,105,8,0,0,0,0
2000,1,105,9,0,0,0,0
2000,1,105,10,0,0,0,0
2000,1,105,11,0,0,0,0
2000,1,105,12,0,0,0,0
2000,1,106,1,0,0,2,0
2000,1,106,2,0,0,0,0
2000,1,106,3,0,0,0,0
2000,1,106,4,0,0,0,0
2000,1,106,5,0,0,0,0
2000,1,106,6,0,0,0,0
2000,1,106,7,0,0,0,0
2000,1,106,8,0,0,0,1
2000,1,106,9,0,0,1,0
2000,1,106,10,0,0,1,1
2000,1,106,11,0,0,0,0
2000,1,106,12,0,0,0,0
2000,1,107,1,0,0,0,0
2000,1,107,2,0,0,0,0
2000,1,107,3,0,0,0,0
2000,1,107,4,0,0,0,1
2000,1,107,5,0,0,0,0
2000,1,107,6,0,0,0,0
2000,1,107,7,0,0,0,0
2000,1,107,8,0,0,0,0
2000,1,107,9,0,0,0,0
2000,1,107,10,0,0,0,0
2000,1,107,11,0,0,0,0
2000,1,107,12,0,0,0,0
2000,1,108,1,0,0,0,0
2000,1,108,2,0,0,0,0
2000,1,108,3,0,0,0,0
2000,1,108,4,0,0,0,0
2000,1,108,5,0,0,0,1
2000,1,108,6,0,0,0,0
2000,1,108,7,0,0,0,0
2000,1,108,8,0,0,0,1
2000,1,108,9,0,0,0,0
2000,1,108,10,0,0,0,0
2000,1,108,11,0,0,0,2
2000,1,108,12,0,0,0,0
2000,1,109,1,0,0,1,1
2000,1,109,2,0,0,8,5
2000,1,109,3,0,0,14,4
2000,1,109,4,0,0,15,5
2000,1,109,5,2,1,7,7
2000,1,109,6,0,0,18,9
2000,1,109,7,0,1,16,7
2000,1,109,8,0,0,11,5
2000,1,109,9,0,0,6,7
2000,1,109,10,0,0,14,7
2000,1,109,11,0,0,10,7
2000,1,109,12,0,1,4,6
2000,1,110,1,0,0,0,0
2000,1,110,2,0,0,0,0
2000,1,110,3,0,0,0,0
2000,1,110,4,0,0,0,0
2000,1,110,5,0,0,0,0
2000,1,110,6,0,0,0,0
2000,1,110,7,0,0,0,0
2000,1,110,8,0,0,0,0
2000,1,110,9,0,0,0,0
2000,1,110,10,0,0,0,0
2000,1,110,11,0,0,0,0
2000,1,110,12,0,0,0,0
2000,1,111,1,0,0,0,0
2000,1,111,2,0,0,0,0
2000,1,111,3,0,0,0,0
2000,1,111,4,0,0,0,0
2000,1,111,5,0,0,0,0
2000,1,111,6,0,0,1,0
2000,1,111,7,0,1,0,0
2000,1,111,8,0,0,0,0
2000,1,111,9,0,0,0,0
2000,1,111,10,0,0,0,0
2000,1,111,11,0,0,0,0
2000,1,111,12,0,0,0,0
2000,1,112,1,0,0,0,0
2000,1,112,2,0,0,0,1
2000,1,112,3,0,0,3,2
2000,1,112,4,0,0,0,0
2000,1,112,5,0,0,2,1
2000,1,112,6,0,0,0,0
2000,1,112,7,0,0,2,0
2000,1,112,8,0,0,1,0
2000,1,112,9,0,0,2,0
2000,1,112,10,0,0,0,0
2000,1,112,11,0,0,1,0
2000,1,112,12,0,0,1,1
2000,1,113,1,0,0,0,0
2000,1,113,2,0,0,0,1
2000,1,113,3,0,0,0,1
2000,1,113,4,0,0,0,3
2000,1,113,5,0,0,0,1
2000,1,113,6,0,0,0,1
2000,1,113,7,0,0,0,0
2000,1,113,8,1,0,0,1
2000,1,113,9,1,0,0,2
2000,1,113,10,0,0,0,0
2000,1,113,11,0,0,0,0
2000,1,113,12,0,0,0,0
2000,1,114,1,0,0,0,0
2000,1,114,2,0,0,0,0
2000,1,114,3,0,0,0,0
2000,1,114,4,0,0,0,0
2000,1,114,5,0,0,0,0
2000,1,114,6,0,0,0,0
2000,1,114,7,0,0,0,0
2000,1,114,8,0,0,0,0
2000,1,114,9,0,0,0,0
2000,1,114,10,0,0,0,0
2000,1,114,11,0,0,0,0
2000,1,114,12,0,0,0,0
2000,1,115,1,0,0,0,0
2000,1,115,2,0,0,0,0
2000,1,115,3,0,0,0,0
2000,1,115,4,0,0,0,0
2000,1,115,5,0,0,0,0
2000,1,115,6,0,0,0,0
2000,1,115,7,0,0,0,0
2000,1,115,8,0,0,0,0
2000,1,115,9,0,0,0,0
2000,1,115,10,0,0,0,0
2000,1,115,11,0,0,0,0
2000,1,115,12,0,0,0,0
2000,1,116,1,0,0,0,0
2000,1,116,2,0,0,0,0
2000,1,116,3,0,0,0,0
2000,1,116,4,0,0,0,0
2000,1,116,5,0,0,0,0
2000,1,116,6,0,0,0,0
2000,1,116,7,0,0,0,0
2000,1,116,8,0,0,0,0
2000,1,116,9,0,0,0,0
2000,1,116,10,0,0,0,0
2000,1,116,11,0,0,0,0
2000,1,116,12,0,0,0,0
2000,1,121,1,0,0,2,1
2000,1,121,2,0,0,0,1
2000,1,121,3,0,0,0,1
2000,1,121,4,0,0,0,0
2000,1,121,5,0,0,0,0
2000,1,121,6,0,0,0,1
2000,1,121,7,0,0,0,0
2000,1,121,8,0,0,1,0
2000,1,121,9,0,0,0,0
2000,1,121,10,0,0,0,0
2000,1,121,11,0,0,0,0
2000,1,121,12,0,0,1,0
2000,1,122,1,0,0,0,0
2000,1,122,2,0,0,0,0
2000,1,122,3,0,0,0,0
2000,1,122,4,0,0,0,0
2000,1,122,5,0,0,0,0
2000,1,122,6,0,0,0,0
2000,1,122,7,0,0,0,0
2000,1,122,8,0,0,0,0
2000,1,122,9,0,0,0,0
2000,1,122,10,0,0,0,0
2000,1,122,11,0,0,0,0
2000,1,122,12,0,0,0,0
2000,1,130,1,0,0,0,0
2000,1,130,2,0,0,0,0
2000,1,130,3,0,0,0,0
2000,1,130,4,0,0,0,0
2000,1,130,5,0,0,0,0
2000,1,130,6,0,0,0,0
2000,1,130,7,0,0,0,0
2000,1,130,8,0,0,0,0
2000,1,130,9,0,0,0,0
2000,1,130,10,0,0,0,0
2000,1,130,11,0,0,0,0
2000,1,130,12,0,0,0,0
2000,1,131,1,0,0,0,0
2000,1,131,2,0,0,0,0
2000,1,131,3,0,0,0,0
2000,1,131,4,0,0,0,0
2000,1,131,5,0,0,0,0
2000,1,131,6,0,0,0,0
2000,1,131,7,0,0,0,0
2000,1,131,8,0,0,0,0
2000,1,131,9,0,0,0,0
2000,1,131,10,0,0,0,0
2000,1,131,11,0,0,0,0
2000,1,131,12,0,0,0,0
2000,1,197,1,0,0,0,0
2000,1,197,2,0,0,0,0
2000,1,197,3,0,0,0,0
2000,1,197,4,0,0,0,0
2000,1,197,5,0,0,0,0
2000,1,197,6,0,0,0,0
2000,1,197,7,0,0,0,0
2000,1,197,8,0,0,0,0
2000,1,197,9,0,0,0,0
2000,1,197,10,0,0,0,0
2000,1,197,11,0,0,0,0
2000,1,197,12,0,0,0,0
2000,1,199,1,0,0,0,0
2000,1,199,2,0,0,0,0
2000,1,199,3,0,0,0,0
2000,1,199,4,0,0,0,0
2000,1,199,5,0,0,0,0
2000,1,199,6,0,0,0,0
2000,1,199,7,0,0,0,0
2000,1,199,8,0,0,0,0
2000,1,199,9,0,0,0,0
2000,1,199,10,0,0,0,0
2000,1,199,11,0,0,0,0
2000,1,199,12,0,0,0,0
2000,2,200,1,0,0,0,0
2000,2,200,2,0,0,0,0
2000,2,200,3,0,0,0,0
2000,2,200,4,0,0,0,0
2000,2,200,5,0,0,0,0
2000,2,200,6,0,0,0,0
2000,2,200,7,0,0,0,0
2000,2,200,8,0,0,0,0
2000,2,200,9,0,0,0,0
2000,2,200,10,0,0,0,0
2000,2,200,11,0,0,0,0
2000,2,200,12,0,0,0,0
2000,2,299,1,0,0,0,0
2000,2,299,2,0,0,0,0
2000,2,299,3,0,0,0,0
2000,2,299,4,0,0,0,0
2000,2,299,5,0,0,0,0
2000,2,299,6,0,0,0,0
2000,2,299,7,0,0,0,0
2000,2,299,8,0,0,0,0
2000,2,299,9,0,0,0,0
2000,2,299,10,0,0,0,0
2000,2,299,11,0,0,0,0
2000,2,299,12,0,0,0,0
2000,3,300,1,0,0,0,0
2000,3,300,2,0,0,0,0
2000,3,300,3,0,0,0,0
2000,3,300,4,0,0,0,0
2000,3,300,5,0,0,0,0
2000,3,300,6,0,0,0,0
2000,3,300,7,0,0,0,0
2000,3,300,8,0,0,0,0
2000,3,300,9,0,0,0,0
2000,3,300,10,0,0,0,0
2000,3,300,11,0,0,0,0
2000,3,300,12,0,0,0,0
2000,3,302,1,0,0,0,0
2000,3,302,2,0,0,0,0
2000,3,302,3,0,0,0,0
2000,3,302,4,0,0,0,0
2000,3,302,5,0,0,0,0
2000,3,302,6,0,0,0,0
2000,3,302,7,0,0,0,0
2000,3,302,8,0,0,0,0
2000,3,302,9,0,0,0,0
2000,3,302,10,0,0,0,0
2000,3,302,11,0,0,0,0
2000,3,302,12,0,0,0,0
2000,3,303,1,0,0,0,0
2000,3,303,2,0,0,0,0
2000,3,303,3,0,0,0,0
2000,3,303,4,0,0,0,0
2000,3,303,5,0,0,0,0
2000,3,303,6,0,0,0,0
2000,3,303,7,0,0,0,0
2000,3,303,8,1,0,0,0
2000,3,303,9,0,0,0,0
2000,3,303,10,0,0,0,0
2000,3,303,11,0,0,0,0
2000,3,303,12,0,0,0,0
2000,3,305,1,0,0,0,0
2000,3,305,2,0,0,0,0
2000,3,305,3,0,0,0,0
2000,3,305,4,0,0,0,0
2000,3,305,5,0,0,0,0
2000,3,305,6,0,0,0,0
2000,3,305,7,0,0,0,0
2000,3,305,8,0,0,0,0
2000,3,305,9,0,0,0,0
2000,3,305,10,0,0,0,0
2000,3,305,11,0,0,0,0
2000,3,305,12,0,0,0,0
2000,3,306,1,0,0,0,0
2000,3,306,2,0,0,0,0
2000,3,306,3,0,0,0,0
2000,3,306,4,0,0,0,0
2000,3,306,5,0,0,0,0
2000,3,306,6,0,0,0,0
2000,3,306,7,0,0,0,0
2000,3,306,8,0,0,0,0
2000,3,306,9,0,0,0,0
2000,3,306,10,0,0,0,0
2000,3,306,11,0,0,0,0
2000,3,306,12,0,0,0,0
2000,3,399,1,0,0,0,0
2000,3,399,2,0,0,0,0
2000,3,399,3,0,0,0,0
2000,3,399,4,0,0,0,0
2000,3,399,5,0,0,0,0
2000,3,399,6,0,0,0,0
2000,3,399,7,0,0,0,0
2000,3,399,8,0,0,0,0
2000,3,399,9,0,0,0,0
2000,3,399,10,0,0,0,0
2000,3,399,11,0,0,0,0
2000,3,399,12,0,0,0,0
2000,4,400,1,0,0,0,0
2000,4,400,2,0,0,0,0
2000,4,400,3,0,0,0,0
2000,4,400,4,0,0,0,0
2000,4,400,5,1,0,0,0
2000,4,400,6,0,0,0,0
2000,4,400,7,0,0,0,0
2000,4,400,8,0,0,0,0
2000,4,400,9,0,0,0,0
2000,4,400,10,0,0,0,0
2000,4,400,11,0,0,0,0
2000,4,400,12,0,0,0,0
2000,4,401,1,0,0,0,0
2000,4,401,2,0,0,0,0
2000,4,401,3,0,0,0,0
2000,4,401,4,0,0,0,0
2000,4,401,5,0,0,0,0
2000,4,401,6,0,0,0,0
2000,4,401,7,0,0,0,0
2000,4,401,8,0,0,0,0
2000,4,401,9,0,0,0,0
2000,4,401,10,0,0,0,0
2000,4,401,11,0,0,0,0
2000,4,401,12,0,0,0,0
2000,4,402,1,0,0,0,0
2000,4,402,2,0,0,0,0
2000,4,402,3,0,0,0,0
2000,4,402,4,0,0,0,0
2000,4,402,5,0,0,0,0
2000,4,402,6,0,0,0,0
2000,4,402,7,0,0,0,0
2000,4,402,8,0,0,0,0
2000,4,402,9,0,0,0,0
2000,4,402,10,0,0,0,0
2000,4,402,11,0,0,0,0
2000,4,402,12,0,0,0,0
2000,4,403,1,0,0,0,0
2000,4,403,2,0,0,0,0
2000,4,403,3,0,0,0,0
2000,4,403,4,0,0,0,0
2000,4,403,5,0,0,0,0
2000,4,403,6,0,0,0,0
2000,4,403,7,0,0,0,0
2000,4,403,8,0,0,0,0
2000,4,403,9,0,0,0,0
2000,4,403,10,0,0,0,0
2000,4,403,11,0,0,0,0
2000,4,403,12,0,0,0,0
2000,4,404,1,0,0,0,0
2000,4,404,2,0,0,0,0
2000,4,404,3,0,0,0,0
2000,4,404,4,0,0,0,0
2000,4,404,5,0,0,0,0
2000,4,404,6,0,0,0,0
2000,4,404,7,0,0,0,0
2000,4,404,8,0,0,0,0
2000,4,404,9,0,0,0,0
2000,4,404,10,0,0,0,0
2000,4,404,11,0,0,0,0
2000,4,404,12,0,0,0,0
2000,4,405,1,0,0,0,1
2000,4,405,2,0,0,0,0
2000,4,405,3,0,0,0,0
2000,4,405,4,0,0,0,0
2000,4,405,5,0,0,0,0
2000,4,405,6,0,0,0,0
2000,4,405,7,0,0,0,0
2000,4,405,8,0,0,0,0
2000,4,405,9,0,0,0,0
2000,4,405,10,0,0,0,0
2000,4,405,11,0,0,0,0
2000,4,405,12,0,0,0,0
2000,4,406,1,0,0,0,0
2000,4,406,2,0,0,0,0
2000,4,406,3,0,0,0,0
2000,4,406,4,0,0,0,0
2000,4,406,5,0,0,0,0
2000,4,406,6,0,0,0,0
2000,4,406,7,0,0,0,0
2000,4,406,8,0,0,0,0
2000,4,406,9,0,0,0,0
2000,4,406,10,0,0,0,0
2000,4,406,11,0,0,0,0
2000,4,406,12,0,0,0,0
2000,4,407,1,0,0,0,0
2000,4,407,2,0,0,0,0
2000,4,407,3,0,0,0,0
2000,4,407,4,0,0,0,0
2000,4,407,5,0,0,0,0
2000,4,407,6,0,0,0,0
2000,4,407,7,0,0,0,0
2000,4,407,8,0,0,0,0
2000,4,407,9,0,0,0,0
2000,4,407,10,0,0,0,0
2000,4,407,11,0,0,0,0
2000,4,407,12,0,0,0,0
2000,4,497,1,0,0,0,0
2000,4,497,2,0,0,0,0
2000,4,497,3,0,0,0,0
2000,4,497,4,0,0,0,0
2000,4,497,5,0,0,0,0
2000,4,497,6,0,0,0,0
2000,4,497,7,0,0,0,0
2000,4,497,8,0,0,0,0
2000,4,497,9,0,0,0,0
2000,4,497,10,0,0,0,0
2000,4,497,11,0,0,0,0
2000,4,497,12,0,0,0,0
2000,4,499,1,0,0,0,0
2000,4,499,2,0,0,0,0
2000,4,499,3,0,0,0,0
2000,4,499,4,0,0,0,0
2000,4,499,5,0,0,0,0
2000,4,499,6,0,0,0,0
2000,4,499,7,0,0,0,0
2000,4,499,8,0,0,0,0
2000,4,499,9,0,0,0,0
2000,4,499,10,0,0,0,0
2000,4,499,11,0,0,0,0
2000,4,499,12,0,0,0,0
2000,5,500,1,0,0,0,0
2000,5,500,2,0,0,0,0
2000,5,500,3,0,0,0,0
2000,5,500,4,0,0,0,0
2000,5,500,5,0,0,0,0
2000,5,500,6,0,0,0,0
2000,5,500,7,0,0,0,0
2000,5,500,8,0,0,0,0
2000,5,500,9,0,0,0,0
2000,5,500,10,0,0,0,0
2000,5,500,11,0,0,0,0
2000,5,500,12,0,0,0,0
2000,5,501,1,0,0,0,0
2000,5,501,2,0,0,0,0
2000,5,501,3,0,0,0,0
2000,5,501,4,0,0,0,0
2000,5,501,5,0,0,0,0
2000,5,501,6,0,0,0,1
2000,5,501,7,0,0,0,1
2000,5,501,8,0,0,0,0
2000,5,501,9,0,0,0,0
2000,5,501,10,0,0,0,0
2000,5,501,11,0,0,0,0
2000,5,501,12,0,0,0,0
2000,5,502,1,0,0,0,0
2000,5,502,2,0,0,0,0
2000,5,502,3,0,0,0,0
2000,5,502,4,0,0,0,0
2000,5,502,5,0,0,0,0
2000,5,502,6,0,0,0,0
2000,5,502,7,0,0,0,0
2000,5,502,8,0,0,0,0
2000,5,502,9,0,0,0,0
2000,5,502,10,0,0,0,0
2000,5,502,11,0,0,0,0
2000,5,502,12,0,0,0,0
2000,5,503,1,0,0,0,0
2000,5,503,2,0,0,0,0
2000,5,503,3,0,0,0,0
2000,5,503,4,0,0,0,0
2000,5,503,5,0,0,0,0
2000,5,503,6,0,0,0,0
2000,5,503,7,0,0,0,0
2000,5,503,8,0,0,0,0
2000,5,503,9,0,0,0,0
2000,5,503,10,0,0,0,0
2000,5,503,11,0,0,0,0
2000,5,503,12,0,0,0,0
2000,5,599,1,0,0,0,0
2000,5,599,2,0,0,0,0
2000,5,599,3,0,0,0,0
2000,5,599,4,0,0,0,0
2000,5,599,5,0,0,0,0
2000,5,599,6,0,0,0,0
2000,5,599,7,0,0,0,0
2000,5,599,8,0,0,0,0
2000,5,599,9,0,0,0,0
2000,5,599,10,0,0,0,0
2000,5,599,11,0,0,0,0
2000,5,599,12,0,0,0,0
2000,6,600,1,0,0,0,0
2000,6,600,2,0,0,0,0
2000,6,600,3,0,0,0,0
2000,6,600,4,0,0,0,0
2000,6,600,5,0,0,0,0
2000,6,600,6,0,0,0,0
2000,6,600,7,0,0,0,0
2000,6,600,8,0,0,0,0
2000,6,600,9,0,0,0,0
2000,6,600,10,0,0,0,0
2000,6,600,11,0,0,0,0
2000,6,600,12,0,0,0,0
2000,6,601,1,0,0,0,0
2000,6,601,2,0,0,0,0
2000,6,601,3,0,0,0,0
2000,6,601,4,0,0,0,0
2000,6,601,5,0,0,0,0
2000,6,601,6,0,0,0,0
2000,6,601,7,0,0,0,0
2000,6,601,8,1,0,0,0
2000,6,601,9,0,0,0,0
2000,6,601,10,0,0,0,1
2000,6,601,11,0,0,0,0
2000,6,601,12,0,0,0,0
2000,6,602,1,0,0,0,0
2000,6,602,2,0,0,0,0
2000,6,602,3,0,0,0,0
2000,6,602,4,0,0,0,0
2000,6,602,5,0,0,0,0
2000,6,602,6,0,0,0,0
2000,6,602,7,0,0,0,0
2000,6,602,8,0,0,0,0
2000,6,602,9,0,0,0,0
2000,6,602,10,0,0,0,0
2000,6,602,11,0,0,0,0
2000,6,602,12,0,0,0,0
2000,6,603,1,0,0,0,0
2000,6,603,2,0,0,0,0
2000,6,603,3,0,0,0,0
2000,6,603,4,0,0,0,0
2000,6,603,5,0,0,0,0
2000,6,603,6,0,0,0,0
2000,6,603,7,0,0,0,0
2000,6,603,8,0,0,0,0
2000,6,603,9,0,0,0,0
2000,6,603,10,0,0,0,0
2000,6,603,11,0,0,0,0
2000,6,603,12,0,0,0,0
2000,6,699,1,0,0,0,0
2000,6,699,2,0,0,0,0
2000,6,699,3,0,0,0,0
2000,6,699,4,0,0,0,0
2000,6,699,5,0,0,0,0
2000,6,699,6,0,0,0,0
2000,6,699,7,0,0,0,0
2000,6,699,8,0,0,0,0
2000,6,699,9,0,0,0,0
2000,6,699,10,0,0,0,0
2000,6,699,11,0,0,0,0
2000,6,699,12,0,0,0,0
2000,7,700,1,0,0,0,0
2000,7,700,2,0,0,0,0
2000,7,700,3,0,0,0,0
2000,7,700,4,0,0,0,0
2000,7,700,5,0,0,0,0
2000,7,700,6,0,0,0,0
2000,7,700,7,0,1,0,0
2000,7,700,8,0,0,0,0
2000,7,700,9,0,0,0,0
2000,7,700,10,0,0,0,1
2000,7,700,11,0,0,0,0
2000,7,700,12,0,0,0,0
2000,7,701,1,0,0,0,0
2000,7,701,2,0,0,0,0
2000,7,701,3,0,0,0,0
2000,7,701,4,0,0,0,0
2000,7,701,5,0,0,0,0
2000,7,701,6,0,0,0,0
2000,7,701,7,0,0,0,0
2000,7,701,8,0,0,0,0
2000,7,701,9,0,0,0,0
2000,7,701,10,0,0,0,0
2000,7,701,11,0,0,0,0
2000,7,701,12,0,0,0,0
2000,7,702,1,0,0,0,0
2000,7,702,2,0,0,0,0
2000,7,702,3,0,0,0,0
2000,7,702,4,0,0,0,0
2000,7,702,5,0,0,0,0
2000,7,702,6,0,0,0,0
2000,7,702,7,0,0,0,0
2000,7,702,8,0,0,0,0
2000,7,702,9,0,0,0,0
2000,7,702,10,0,0,0,0
2000,7,702,11,0,0,0,0
2000,7,702,12,0,0,0,0
2000,7,703,1,0,0,0,0
2000,7,703,2,0,0,0,0
2000,7,703,3,0,0,0,0
2000,7,703,4,0,0,0,0
2000,7,703,5,0,0,0,0
2000,7,703,6,0,0,0,0
2000,7,703,7,0,0,0,0
2000,7,703,8,0,0,0,0
2000,7,703,9,0,0,0,0
2000,7,703,10,0,0,0,0
2000,7,703,11,0,0,0,0
2000,7,703,12,0,0,0,0
2000,7,704,1,0,0,0,0
2000,7,704,2,0,0,0,0
2000,7,704,3,0,0,0,0
2000,7,704,4,0,0,0,0
2000,7,704,5,0,0,0,0
2000,7,704,6,0,0,0,0
2000,7,704,7,0,0,0,0
2000,7,704,8,2,0,0,0
2000,7,704,9,0,0,0,0
2000,7,704,10,0,0,0,0
2000,7,704,11,0,0,0,0
2000,7,704,12,0,0,0,0
2000,7,705,1,0,0,0,0
2000,7,705,2,0,0,0,1
2000,7,705,3,0,0,0,0
2000,7,705,4,0,0,0,0
2000,7,705,5,0,0,0,0
2000,7,705,6,0,0,0,0
2000,7,705,7,0,0,0,0
2000,7,705,8,0,0,0,0
2000,7,705,9,0,0,0,0
2000,7,705,10,0,0,0,0
2000,7,705,11,0,0,0,0
2000,7,705,12,0,0,0,0
2000,7,706,1,0,0,0,0
2000,7,706,2,0,0,0,0
2000,7,706,3,0,0,0,0
2000,7,706,4,0,0,0,0
2000,7,706,5,0,0,0,0
2000,7,706,6,0,0,0,0
2000,7,706,7,0,0,0,0
2000,7,706,8,0,0,0,0
2000,7,706,9,0,0,0,0
2000,7,706,10,0,0,0,0
2000,7,706,11,0,0,0,0
2000,7,706,12,0,0,0,0
2000,7,707,1,0,0,0,0
2000,7,707,2,0,0,0,1
2000,7,707,3,0,0,0,0
2000,7,707,4,0,0,0,0
2000,7,707,5,0,0,0,0
2000,7,707,6,0,0,0,0
2000,7,707,7,1,0,0,0
2000,7,707,8,0,0,0,0
2000,7,707,9,0,0,0,0
2000,7,707,10,0,0,1,0
2000,7,707,11,0,0,0,0
2000,7,707,12,0,0,0,0
2000,7,708,1,0,0,0,0
2000,7,708,2,0,0,0,0
2000,7,708,3,0,0,0,0
2000,7,708,4,0,0,0,0
2000,7,708,5,0,0,0,0
2000,7,708,6,0,0,0,0
2000,7,708,7,0,0,0,0
2000,7,708,8,0,0,0,0
2000,7,708,9,0,0,0,0
2000,7,708,10,0,0,0,0
2000,7,708,11,0,0,1,0
2000,7,708,12,0,0,1,0
2000,7,709,1,0,0,0,0
2000,7,709,2,0,0,0,0
2000,7,709,3,0,0,0,0
2000,7,709,4,0,0,0,0
2000,7,709,5,0,0,0,0
2000,7,709,6,0,0,0,0
2000,7,709,7,0,0,0,0
2000,7,709,8,0,0,0,0
2000,7,709,9,0,0,0,0
2000,7,709,10,0,0,0,0
2000,7,709,11,0,0,0,0
2000,7,709,12,0,0,0,0
2000,7,710,1,1,0,2,0
2000,7,710,2,0,0,0,0
2000,7,710,3,0,0,1,0
2000,7,710,4,0,0,0,0
2000,7,710,5,0,0,3,0
2000,7,710,6,1,0,1,0
2000,7,710,7,0,0,0,1
2000,7,710,8,0,0,0,0
2000,7,710,9,0,0,0,0
2000,7,710,10,0,0,0,0
2000,7,710,11,0,0,1,1
2000,7,710,12,0,0,0,0
2000,7,711,1,0,0,0,0
2000,7,711,2,0,0,0,0
2000,7,711,3,0,0,0,0
2000,7,711,4,0,0,0,0
2000,7,711,5,0,0,1,0
2000,7,711,6,0,0,0,0
2000,7,711,7,0,0,0,0
2000,7,711,8,0,0,0,0
2000,7,711,9,0,0,0,0
2000,7,711,10,0,0,0,0
2000,7,711,11,0,0,0,0
2000,7,711,12,0,0,0,0
2000,7,712,1,0,0,0,0
2000,7,712,2,0,0,1,0
2000,7,712,3,0,0,0,0
2000,7,712,4,0,0,0,0
2000,7,712,5,0,0,0,0
2000,7,712,6,0,0,0,0
2000,7,712,7,0,0,0,1
2000,7,712,8,0,0,0,0
2000,7,712,9,0,0,0,1
2000,7,712,10,0,0,0,0
2000,7,712,11,0,0,0,0
2000,7,712,12,0,0,0,1
2000,7,713,1,0,0,0,0
2000,7,713,2,0,0,0,0
2000,7,713,3,0,0,0,0
2000,7,713,4,0,0,0,0
2000,7,713,5,0,0,0,0
2000,7,713,6,0,0,0,0
2000,7,713,7,0,0,0,0
2000,7,713,8,0,0,0,0
2000,7,713,9,0,0,0,0
2000,7,713,10,0,0,0,0
2000,7,713,11,0,0,0,0
2000,7,713,12,0,0,0,0
2000,7,714,1,0,0,0,0
2000,7,714,2,0,0,0,0
2000,7,714,3,0,0,0,0
2000,7,714,4,0,0,0,2
2000,7,714,5,0,0,0,0
2000,7,714,6,0,0,0,0
2000,7,714,7,0,0,0,0
2000,7,714,8,0,0,0,1
2000,7,714,9,0,0,0,0
2000,7,714,10,0,0,0,0
2000,7,714,11,0,0,0,0
2000,7,714,12,0,0,0,0
2000,7,715,1,0,0,0,0
2000,7,715,2,0,0,0,0
2000,7,715,3,0,0,0,0
2000,7,715,4,0,0,0,0
2000,7,715,5,0,0,0,0
2000,7,715,6,0,0,0,0
2000,7,715,7,0,0,0,0
2000,7,715,8,0,0,0,0
2000,7,715,9,0,0,0,0
2000,7,715,10,0,0,0,0
2000,7,715,11,0,0,0,0
2000,7,715,12,0,0,0,0
2000,7,716,1,0,0,0,0
2000,7,716,2,0,0,0,0
2000,7,716,3,0,0,0,0
2000,7,716,4,0,0,0,0
2000,7,716,5,0,0,0,1
2000,7,716,6,0,0,0,0
2000,7,716,7,1,0,0,0
2000,7,716,8,0,0,0,0
2000,7,716,9,0,0,0,0
2000,7,716,10,0,0,0,0
2000,7,716,11,0,0,0,1
2000,7,716,12,0,0,0,0
2000,7,717,1,0,0,0,0
2000,7,717,2,0,0,0,0
2000,7,717,3,0,0,0,0
